sample_id,haplotype,assembly_name,location
HG02583,1,HG02583_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG02583/local_ancestry/bed/HG02583_hap1_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG02583,2,HG02583_hap2_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG02583/local_ancestry/bed/HG02583_hap2_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG02602,1,HG02602_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG02602/local_ancestry/bed/HG02602_pat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG02602,2,HG02602_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG02602/local_ancestry/bed/HG02602_mat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG02615,1,HG02615_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG02615/local_ancestry/bed/HG02615_pat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG02615,2,HG02615_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG02615/local_ancestry/bed/HG02615_mat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG02622,1,HG02622_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG02622/local_ancestry/bed/HG02622_pat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG02622,2,HG02622_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG02622/local_ancestry/bed/HG02622_mat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG02630,1,HG02630_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG02630/local_ancestry/bed/HG02630_pat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG02630,2,HG02630_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG02630/local_ancestry/bed/HG02630_mat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG02647,1,HG02647_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG02647/local_ancestry/bed/HG02647_pat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG02647,2,HG02647_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG02647/local_ancestry/bed/HG02647_mat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG02668,1,HG02668_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG02668/local_ancestry/bed/HG02668_pat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG02668,2,HG02668_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG02668/local_ancestry/bed/HG02668_mat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG02698,1,HG02698_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG02698/local_ancestry/bed/HG02698_pat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG02698,2,HG02698_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG02698/local_ancestry/bed/HG02698_mat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG02717,1,HG02717_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG02717/local_ancestry/bed/HG02717_pat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG02717,2,HG02717_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG02717/local_ancestry/bed/HG02717_mat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG02723,1,HG02723_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG02723/local_ancestry/bed/HG02723_pat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG02723,2,HG02723_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG02723/local_ancestry/bed/HG02723_mat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG02735,1,HG02735_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG02735/local_ancestry/bed/HG02735_pat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG02735,2,HG02735_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG02735/local_ancestry/bed/HG02735_mat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG02738,1,HG02738_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG02738/local_ancestry/bed/HG02738_pat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG02738,2,HG02738_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG02738/local_ancestry/bed/HG02738_mat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG02809,1,HG02809_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG02809/local_ancestry/bed/HG02809_pat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG02809,2,HG02809_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG02809/local_ancestry/bed/HG02809_mat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG02818,1,HG02818_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG02818/local_ancestry/bed/HG02818_pat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG02818,2,HG02818_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG02818/local_ancestry/bed/HG02818_mat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG02841,1,HG02841_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG02841/local_ancestry/bed/HG02841_pat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG02841,2,HG02841_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG02841/local_ancestry/bed/HG02841_mat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG02886,1,HG02886_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG02886/local_ancestry/bed/HG02886_pat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG02886,2,HG02886_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG02886/local_ancestry/bed/HG02886_mat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG02922,1,HG02922_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG02922/local_ancestry/bed/HG02922_hap1_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG02922,2,HG02922_hap2_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG02922/local_ancestry/bed/HG02922_hap2_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG02965,1,HG02965_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG02965/local_ancestry/bed/HG02965_hap1_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG02965,2,HG02965_hap2_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG02965/local_ancestry/bed/HG02965_hap2_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG02976,1,HG02976_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG02976/local_ancestry/bed/HG02976_hap1_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG02976,2,HG02976_hap2_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG02976/local_ancestry/bed/HG02976_hap2_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG02984,1,HG02984_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG02984/local_ancestry/bed/HG02984_pat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG02984,2,HG02984_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG02984/local_ancestry/bed/HG02984_mat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG03017,1,HG03017_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG03017/local_ancestry/bed/HG03017_pat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG03017,2,HG03017_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG03017/local_ancestry/bed/HG03017_mat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG03041,1,HG03041_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG03041/local_ancestry/bed/HG03041_pat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG03041,2,HG03041_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG03041/local_ancestry/bed/HG03041_mat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG03050,1,HG03050_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG03050/local_ancestry/bed/HG03050_pat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG03050,2,HG03050_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG03050/local_ancestry/bed/HG03050_mat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG03098,1,HG03098_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG03098/local_ancestry/bed/HG03098_pat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG03098,2,HG03098_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG03098/local_ancestry/bed/HG03098_mat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG03130,1,HG03130_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG03130/local_ancestry/bed/HG03130_hap1_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG03130,2,HG03130_hap2_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG03130/local_ancestry/bed/HG03130_hap2_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG03139,1,HG03139_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG03139/local_ancestry/bed/HG03139_hap1_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG03139,2,HG03139_hap2_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG03139/local_ancestry/bed/HG03139_hap2_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG03195,1,HG03195_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG03195/local_ancestry/bed/HG03195_hap1_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG03195,2,HG03195_hap2_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG03195/local_ancestry/bed/HG03195_hap2_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG03209,1,HG03209_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG03209/local_ancestry/bed/HG03209_hap1_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG03209,2,HG03209_hap2_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG03209/local_ancestry/bed/HG03209_hap2_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG03225,1,HG03225_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG03225/local_ancestry/bed/HG03225_hap1_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG03225,2,HG03225_hap2_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG03225/local_ancestry/bed/HG03225_hap2_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG03239,1,HG03239_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG03239/local_ancestry/bed/HG03239_pat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG03239,2,HG03239_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG03239/local_ancestry/bed/HG03239_mat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG03270,1,HG03270_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG03270/local_ancestry/bed/HG03270_hap1_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG03270,2,HG03270_hap2_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG03270/local_ancestry/bed/HG03270_hap2_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG03369,1,HG03369_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG03369/local_ancestry/bed/HG03369_hap1_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG03369,2,HG03369_hap2_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG03369/local_ancestry/bed/HG03369_hap2_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG03453,1,HG03453_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG03453/local_ancestry/bed/HG03453_pat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG03453,2,HG03453_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG03453/local_ancestry/bed/HG03453_mat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG03470,1,HG03470_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG03470/local_ancestry/bed/HG03470_hap1_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG03470,2,HG03470_hap2_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG03470/local_ancestry/bed/HG03470_hap2_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG03471,1,HG03471_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG03471/local_ancestry/bed/HG03471_hap1_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG03471,2,HG03471_hap2_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG03471/local_ancestry/bed/HG03471_hap2_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG03486,1,HG03486_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG03486/local_ancestry/bed/HG03486_pat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG03486,2,HG03486_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG03486/local_ancestry/bed/HG03486_mat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG03516,1,HG03516_pat_hprc_r2_v1.1.0,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG03516/local_ancestry/bed/HG03516_pat_hprc_r2_v1.1.0.pclai.grch38_coord.bed
HG03516,2,HG03516_mat_hprc_r2_v1.1.0,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG03516/local_ancestry/bed/HG03516_mat_hprc_r2_v1.1.0.pclai.grch38_coord.bed
HG03521,1,HG03521_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG03521/local_ancestry/bed/HG03521_hap1_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG03521,2,HG03521_hap2_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG03521/local_ancestry/bed/HG03521_hap2_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG03540,1,HG03540_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG03540/local_ancestry/bed/HG03540_pat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG03540,2,HG03540_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG03540/local_ancestry/bed/HG03540_mat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG03579,1,HG03579_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG03579/local_ancestry/bed/HG03579_pat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG03579,2,HG03579_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG03579/local_ancestry/bed/HG03579_mat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG03583,1,HG03583_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG03583/local_ancestry/bed/HG03583_hap1_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG03583,2,HG03583_hap2_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG03583/local_ancestry/bed/HG03583_hap2_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG03654,1,HG03654_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG03654/local_ancestry/bed/HG03654_pat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG03654,2,HG03654_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG03654/local_ancestry/bed/HG03654_mat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG03669,1,HG03669_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG03669/local_ancestry/bed/HG03669_pat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG03669,2,HG03669_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG03669/local_ancestry/bed/HG03669_mat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG03688,1,HG03688_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG03688/local_ancestry/bed/HG03688_pat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG03688,2,HG03688_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG03688/local_ancestry/bed/HG03688_mat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG03704,1,HG03704_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG03704/local_ancestry/bed/HG03704_pat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG03704,2,HG03704_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG03704/local_ancestry/bed/HG03704_mat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG03710,1,HG03710_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG03710/local_ancestry/bed/HG03710_pat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG03710,2,HG03710_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG03710/local_ancestry/bed/HG03710_mat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG03742,1,HG03742_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG03742/local_ancestry/bed/HG03742_hap1_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG03742,2,HG03742_hap2_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG03742/local_ancestry/bed/HG03742_hap2_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG03784,1,HG03784_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG03784/local_ancestry/bed/HG03784_hap1_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG03784,2,HG03784_hap2_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG03784/local_ancestry/bed/HG03784_hap2_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG03804,1,HG03804_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG03804/local_ancestry/bed/HG03804_pat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG03804,2,HG03804_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG03804/local_ancestry/bed/HG03804_mat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG03816,1,HG03816_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG03816/local_ancestry/bed/HG03816_pat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG03816,2,HG03816_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG03816/local_ancestry/bed/HG03816_mat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG03831,1,HG03831_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG03831/local_ancestry/bed/HG03831_pat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG03831,2,HG03831_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG03831/local_ancestry/bed/HG03831_mat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG03834,1,HG03834_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG03834/local_ancestry/bed/HG03834_pat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG03834,2,HG03834_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG03834/local_ancestry/bed/HG03834_mat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG03874,1,HG03874_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG03874/local_ancestry/bed/HG03874_hap1_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG03874,2,HG03874_hap2_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG03874/local_ancestry/bed/HG03874_hap2_hprc_r2_v1.0.1.pclai.grch38_coord.bed
HG03927,1,HG03927_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/HG03927/local_ancestry/bed/HG03927_pat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
