sample_id,haplotype,assembly_name,location
NA20503,1,NA20503_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/NA20503/local_ancestry/bed/NA20503_hap1_hprc_r2_v1.0.1.pclai.grch38_coord.bed
NA20503,2,NA20503_hap2_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/NA20503/local_ancestry/bed/NA20503_hap2_hprc_r2_v1.0.1.pclai.grch38_coord.bed
NA20752,1,NA20752_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/NA20752/local_ancestry/bed/NA20752_hap1_hprc_r2_v1.0.1.pclai.grch38_coord.bed
NA20752,2,NA20752_hap2_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/NA20752/local_ancestry/bed/NA20752_hap2_hprc_r2_v1.0.1.pclai.grch38_coord.bed
NA20762,1,NA20762_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/NA20762/local_ancestry/bed/NA20762_hap1_hprc_r2_v1.0.1.pclai.grch38_coord.bed
NA20762,2,NA20762_hap2_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/NA20762/local_ancestry/bed/NA20762_hap2_hprc_r2_v1.0.1.pclai.grch38_coord.bed
NA20799,1,NA20799_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/NA20799/local_ancestry/bed/NA20799_hap1_hprc_r2_v1.0.1.pclai.grch38_coord.bed
NA20799,2,NA20799_hap2_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/NA20799/local_ancestry/bed/NA20799_hap2_hprc_r2_v1.0.1.pclai.grch38_coord.bed
NA20805,1,NA20805_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/NA20805/local_ancestry/bed/NA20805_hap1_hprc_r2_v1.0.1.pclai.grch38_coord.bed
NA20805,2,NA20805_hap2_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/NA20805/local_ancestry/bed/NA20805_hap2_hprc_r2_v1.0.1.pclai.grch38_coord.bed
NA20806,1,NA20806_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/NA20806/local_ancestry/bed/NA20806_hap1_hprc_r2_v1.0.1.pclai.grch38_coord.bed
NA20806,2,NA20806_hap2_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/NA20806/local_ancestry/bed/NA20806_hap2_hprc_r2_v1.0.1.pclai.grch38_coord.bed
NA20809,1,NA20809_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/NA20809/local_ancestry/bed/NA20809_hap1_hprc_r2_v1.0.1.pclai.grch38_coord.bed
NA20809,2,NA20809_hap2_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/NA20809/local_ancestry/bed/NA20809_hap2_hprc_r2_v1.0.1.pclai.grch38_coord.bed
NA20827,1,NA20827_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/NA20827/local_ancestry/bed/NA20827_hap1_hprc_r2_v1.0.1.pclai.grch38_coord.bed
NA20827,2,NA20827_hap2_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/NA20827/local_ancestry/bed/NA20827_hap2_hprc_r2_v1.0.1.pclai.grch38_coord.bed
NA20850,1,NA20850_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/NA20850/local_ancestry/bed/NA20850_hap1_hprc_r2_v1.0.1.pclai.grch38_coord.bed
NA20850,2,NA20850_hap2_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/NA20850/local_ancestry/bed/NA20850_hap2_hprc_r2_v1.0.1.pclai.grch38_coord.bed
NA20870,1,NA20870_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/NA20870/local_ancestry/bed/NA20870_hap1_hprc_r2_v1.0.1.pclai.grch38_coord.bed
NA20870,2,NA20870_hap2_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/NA20870/local_ancestry/bed/NA20870_hap2_hprc_r2_v1.0.1.pclai.grch38_coord.bed
NA20905,1,NA20905_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/NA20905/local_ancestry/bed/NA20905_hap1_hprc_r2_v1.0.1.pclai.grch38_coord.bed
NA20905,2,NA20905_hap2_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/NA20905/local_ancestry/bed/NA20905_hap2_hprc_r2_v1.0.1.pclai.grch38_coord.bed
NA21093,1,NA21093_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/NA21093/local_ancestry/bed/NA21093_hap1_hprc_r2_v1.0.1.pclai.grch38_coord.bed
NA21093,2,NA21093_hap2_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/NA21093/local_ancestry/bed/NA21093_hap2_hprc_r2_v1.0.1.pclai.grch38_coord.bed
NA21102,1,NA21102_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/NA21102/local_ancestry/bed/NA21102_hap1_hprc_r2_v1.0.1.pclai.grch38_coord.bed
NA21102,2,NA21102_hap2_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/NA21102/local_ancestry/bed/NA21102_hap2_hprc_r2_v1.0.1.pclai.grch38_coord.bed
NA21106,1,NA21106_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/NA21106/local_ancestry/bed/NA21106_hap1_hprc_r2_v1.0.1.pclai.grch38_coord.bed
NA21106,2,NA21106_hap2_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/NA21106/local_ancestry/bed/NA21106_hap2_hprc_r2_v1.0.1.pclai.grch38_coord.bed
NA21110,1,NA21110_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/NA21110/local_ancestry/bed/NA21110_hap1_hprc_r2_v1.0.1.pclai.grch38_coord.bed
NA21110,2,NA21110_hap2_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/NA21110/local_ancestry/bed/NA21110_hap2_hprc_r2_v1.0.1.pclai.grch38_coord.bed
NA21144,1,NA21144_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/NA21144/local_ancestry/bed/NA21144_hap1_hprc_r2_v1.0.1.pclai.grch38_coord.bed
NA21144,2,NA21144_hap2_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/NA21144/local_ancestry/bed/NA21144_hap2_hprc_r2_v1.0.1.pclai.grch38_coord.bed
NA21309,1,NA21309_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/NA21309/local_ancestry/bed/NA21309_pat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
NA21309,2,NA21309_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/07F483C1-0454-48C0-9330-6E3814757C52--release2_pclai_beds/NA21309/local_ancestry/bed/NA21309_mat_hprc_r2_v1.0.1.pclai.grch38_coord.bed
